83 64
84 62
85 72
86 67
87 no
88 no
89 66
90 67
91 71
92 no
93 66
94 60
95 no
96 71
97 65
98 no
99 58
100 59
101 29
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 74
9 57
10 53
11 68
12 63
13 56
14 no
15 63
16 64
17 63
18 62
19 73
20 60
21 no
22 75
23 73
24 64
25 no
26 65
27 64
28 62
29 no
30 68
31 75
32 58
33 no
34 50
35 72
36 64
37 no
38 no
39 63
40 no
41 64
42 no
43 64
44 62
45 65
46 63
47 no
48 63
49 66
50 no
51 no
52 65
53 66
54 no
55 72
56 68
57 71
58 no
59 57
60 no
61 64
62 66
63 no
64 62
65 no
66 56
67 65
68 63
69 61
70 62
71 59
72 75
73 58
74 57
75 56
76 no
77 61
78 62
79 no
80 59
81 no
82 59
83 64
84 62
85 72
86 67
87 no
88 no
89 66
90 66
91 73
92 no
93 65
94 57
95 no
96 71
97 65
98 no
99 59
100 58
101 30
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 74
9 55
10 51
11 55
12 63
13 60
14 no
15 66
16 66
17 63
18 58
19 73
20 57
21 no
22 70
23 72
24 66
25 no
26 64
27 63
28 65
29 no
30 70
31 75
32 57
33 no
34 50
35 72
36 64
37 no
38 no
39 63
40 no
41 64
42 no
43 66
44 66
45 64
46 63
47 no
48 62
49 67
50 no
51 no
52 66
53 69
54 no
55 71
56 69
57 73
58 no
59 60
60 no
61 63
62 64
63 no
64 62
65 no
66 63
67 64
68 61
69 60
70 66
71 60
72 74
73 58
74 57
75 57
76 no
77 62
78 61
79 no
80 65
81 no
82 59
83 65
84 62
85 71
86 67
87 no
88 no
89 67
90 66
91 75
92 no
93 65
94 56
95 no
96 71
97 65
98 no
99 59
100 60
101 29
1 no
2 no
3 no
4 no
5 75
6 no
7 74
8 73
9 54
10 52
11 58
12 60
13 59
14 no
15 66
16 71
17 66
18 59
19 72
20 57
21 no
22 69
23 72
24 63
25 no
26 66
27 65
28 65
29 no
30 73
31 75
32 62
33 no
34 43
35 71
36 62
37 no
38 no
39 65
40 no
41 66
42 no
43 65
44 69
45 65
46 66
47 no
48 62
49 65
50 no
51 no
52 68
53 68
54 no
55 72
56 67
57 72
58 no
59 59
60 no
61 65
62 67
63 no
64 62
65 no
66 52
67 65
68 61
69 60
70 59
71 60
72 74
73 60
74 57
75 56
76 no
77 61
78 59
79 no
80 60
81 no
82 61
83 65
84 63
85 71
86 67
87 no
88 no
89 68
90 67
91 70
92 no
93 65
94 60
95 no
96 71
97 64
98 no
99 60
100 59
101 28
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 72
9 53
10 60
11 58
12 59
13 57
14 no
15 67
16 69
17 71
18 62
19 74
20 57
21 no
22 68
23 71
24 56
25 no
26 63
27 70
28 66
29 no
30 72
31 75
32 64
33 no
34 56
35 71
36 62
37 no
38 no
39 63
40 no
41 66
42 no
43 67
44 68
45 69
46 64
47 no
48 62
49 66
50 no
51 no
52 68
53 68
54 no
55 72
56 68
57 73
58 no
59 60
60 no
61 64
62 64
63 no
64 62
65 no
66 61
67 64
68 61
69 62
70 64
71 59
72 73
73 60
74 57
75 56
76 no
77 63
78 60
79 no
80 45
81 no
82 61
83 66
84 63
85 73
86 67
87 no
88 no
89 68
90 66
91 73
92 no
93 64
94 60
95 no
96 70
97 64
98 no
99 60
100 60
101 31
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 73
9 54
10 57
11 63
12 57
13 55
14 no
15 65
16 68
17 70
18 67
19 73
20 60
21 no
22 68
23 70
24 55
25 no
26 58
27 58
28 68
29 no
30 73
31 74
32 64
33 no
34 61
35 71
36 62
37 no
38 no
39 65
40 no
41 63
42 no
43 66
44 61
45 61
46 65
47 no
48 62
49 63
50 no
51 no
52 68
53 68
54 no
55 72
56 68
57 72
58 no
59 61
60 no
61 65
62 65
63 no
64 61
65 no
66 64
67 63
68 60
69 61
70 54
71 60
72 71
73 60
74 56
75 55
76 no
77 62
78 61
79 no
80 58
81 no
82 60
83 66
84 63
85 73
86 67
87 no
88 no
89 69
90 66
91 72
92 no
93 64
94 63
95 no
96 70
97 65
98 no
99 57
100 59
101 33
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 74
9 58
10 60
11 56
12 58
13 54
14 no
15 63
16 64
17 69
18 68
19 74
20 62
21 no
22 70
23 70
24 54
25 no
26 56
27 57
28 66
29 no
30 73
31 74
32 64
33 no
34 59
35 70
36 65
37 no
38 no
39 65
40 no
41 65
42 no
43 66
44 62
45 61
46 62
47 no
48 61
49 64
50 no
51 no
52 68
53 67
54 no
55 73
56 69
57 71
58 no
59 62
60 no
61 65
62 65
63 no
64 61
65 no
66 58
67 65
68 59
69 59
70 52
71 57
72 71
73 59
74 55
75 54
76 no
77 57
78 61
79 no
80 62
81 no
82 58
83 65
84 64
85 73
86 66
87 no
88 no
89 70
90 67
91 74
92 no
93 64
94 59
95 no
96 70
97 66
98 no
99 56
100 62
101 33
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 74
9 60
10 64
11 66
12 60
13 54
14 no
15 65
16 66
17 66
18 66
19 75
20 65
21 no
22 75
23 69
24 56
25 no
26 58
27 58
28 58
29 no
30 70
31 74
32 63
33 no
34 31
35 70
36 64
37 no
38 no
39 66
40 no
41 65
42 no
43 66
44 59
45 59
46 64
47 no
48 61
49 65
50 no
51 no
52 67
53 64
54 no
55 75
56 68
57 72
58 no
59 63
60 no
61 65
62 67
63 no
64 61
65 no
66 68
67 67
68 59
69 59
70 59
71 56
72 72
73 56
74 54
75 54
76 no
77 59
78 60
79 no
80 54
81 no
82 59
83 65
84 63
85 72
86 66
87 no
88 no
89 71
90 68
91 73
92 no
93 65
94 60
95 no
96 70
97 67
98 no
99 55
100 65
101 35
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 75
9 64
10 59
11 69
12 62
13 57
14 no
15 65
16 68
17 65
18 62
19 75
20 62
21 no
22 75
23 69
24 61
25 no
26 61
27 59
28 55
29 no
30 62
31 74
32 63
33 no
34 21
35 70
36 63
37 no
38 no
39 66
40 no
41 66
42 no
43 65
44 55
45 59
46 62
47 no
48 64
49 64
50 no
51 no
52 66
53 63
54 no
55 74
56 66
57 72
58 no
59 64
60 no
61 67
62 68
63 no
64 62
65 no
66 64
67 67
68 59
69 60
70 69
71 56
72 72
73 55
74 54
75 52
76 no
77 57
78 59
79 no
80 65
81 no
82 58
83 65
84 64
85 72
86 66
87 no
88 no
89 71
90 68
91 69
92 no
93 66
94 61
95 no
96 70
97 68
98 no
99 55
100 63
101 29
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 75
9 64
10 60
11 63
12 65
13 61
14 no
15 63
16 65
17 66
18 63
19 75
20 59
21 no
22 75
23 68
24 62
25 no
26 62
27 59
28 54
29 no
30 60
31 70
32 57
33 no
34 21
35 71
36 64
37 no
38 no
39 67
40 no
41 63
42 no
43 66
44 53
45 55
46 65
47 no
48 65
49 65
50 no
51 no
52 66
53 64
54 no
55 73
56 66
57 72
58 no
59 66
60 no
61 68
62 67
63 no
64 62
65 no
66 69
67 69
68 61
69 60
70 61
71 55
72 73
73 56
74 53
75 52
76 no
77 56
78 57
79 no
80 49
81 no
82 59
83 65
84 64
85 70
86 66
87 no
88 no
89 71
90 68
91 75
92 no
93 67
94 62
95 no
96 70
97 68
98 no
99 55
100 63
101 30
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 75
9 64
10 55
11 62
12 67
13 62
14 no
15 66
16 65
17 66
18 65
19 75
20 60
21 no
22 75
23 69
24 66
25 no
26 64
27 67
28 58
29 no
30 59
31 72
32 50
33 no
34 29
35 73
36 68
37 no
38 no
39 68
40 no
41 65
42 no
43 66
44 54
45 55
46 65
47 no
48 65
49 51
50 no
51 no
52 67
53 64
54 no
55 74
56 66
57 73
58 no
59 64
60 no
61 69
62 70
63 no
64 64
65 no
66 64
67 71
68 64
69 61
70 70
71 57
72 73
73 56
74 54
75 53
76 no
77 56
78 59
79 no
80 52
81 no
82 60
83 66
84 65
85 69
86 66
87 no
88 no
89 70
90 68
91 75
92 no
93 68
94 63
95 no
96 71
97 70
98 no
99 54
100 63
101 31
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 75
9 65
10 57
11 63
12 66
13 64
14 no
15 65
16 65
17 64
18 65
19 75
20 61
21 no
22 75
23 70
24 64
25 no
26 68
27 59
28 62
29 no
30 64
31 72
32 50
33 no
34 59
35 70
36 68
37 no
38 no
39 68
40 no
41 66
42 no
43 68
44 60
45 62
46 66
47 no
48 66
49 56
50 no
51 no
52 68
53 65
54 no
55 73
56 68
57 74
58 no
59 64
60 no
61 68
62 69
63 no
64 66
65 no
66 67
67 70
68 64
69 63
70 68
71 58
72 73
73 58
74 56
75 54
76 no
77 56
78 60
79 no
80 58
81 no
82 59
83 67
84 65
85 69
86 67
87 no
88 no
89 70
90 69
91 75
92 no
93 69
94 60
95 no
96 72
97 70
98 no
99 54
100 63
101 34
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 75
9 66
10 68
11 63
12 63
13 62
14 no
15 67
16 68
17 63
18 63
19 75
20 60
21 no
22 75
23 70
24 63
25 no
26 69
27 64
28 66
29 no
30 67
31 72
32 57
33 no
34 46
35 70
36 65
37 no
38 no
39 67
40 no
41 67
42 no
43 70
44 61
45 53
46 66
47 no
48 67
49 56
50 no
51 no
52 64
53 63
54 no
55 73
56 66
57 75
58 no
59 61
60 no
61 67
62 68
63 no
64 65
65 no
66 63
67 70
68 65
69 65
70 62
71 61
72 74
73 60
74 59
75 56
76 no
77 60
78 66
79 no
80 61
81 no
82 58
83 68
84 65
85 69
86 67
87 no
88 no
89 69
90 69
91 75
92 no
93 68
94 58
95 no
96 72
97 70
98 no
99 55
100 60
101 37
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 74
9 63
10 59
11 73
12 63
13 59
14 no
15 70
16 72
17 66
18 63
19 75
20 58
21 no
22 75
23 70
24 62
25 no
26 68
27 65
28 68
29 no
30 69
31 72
32 63
33 no
34 50
35 70
36 61
37 no
38 no
39 65
40 no
41 66
42 no
43 70
44 61
45 53
46 68
47 no
48 70
49 57
50 no
51 no
52 63
53 63
54 no
55 74
56 67
57 75
58 no
59 61
60 no
61 66
62 68
63 no
64 65
65 no
66 67
67 70
68 65
69 64
70 67
71 64
72 74
73 64
74 61
75 59
76 no
77 62
78 65
79 no
80 62
81 no
82 56
83 68
84 65
85 70
86 67
87 no
88 no
89 68
90 69
91 75
92 no
93 68
94 58
95 no
96 74
97 69
98 no
99 55
100 60
101 33
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 75
9 62
10 56
11 66
12 65
13 59
14 no
15 69
16 69
17 69
18 66
19 75
20 59
21 no
22 75
23 70
24 60
25 no
26 68
27 63
28 64
29 no
30 73
31 72
32 62
33 no
34 48
35 70
36 59
37 no
38 no
39 62
40 no
41 66
42 no
43 69
44 61
45 51
46 67
47 no
48 68
49 57
50 no
51 no
52 63
53 64
54 no
55 74
56 68
57 75
58 no
59 61
60 no
61 65
62 67
63 no
64 65
65 no
66 72
67 69
68 62
69 64
70 65
71 64
72 73
73 64
74 61
75 60
76 no
77 63
78 65
79 no
80 58
81 no
82 57
83 68
84 65
85 69
86 68
87 no
88 no
89 68
90 69
91 75
92 no
93 68
94 64
95 no
96 74
97 69
98 no
99 58
100 61
101 31
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 74
9 60
10 54
11 63
12 66
13 62
14 no
15 69
16 67
17 71
18 68
19 75
20 62
21 no
22 75
23 70
24 61
25 no
26 64
27 62
28 65
29 no
30 75
31 75
32 53
33 no
34 52
35 70
36 60
37 no
38 no
39 60
40 no
41 62
42 no
43 67
44 61
45 53
46 65
47 no
48 64
49 59
50 no
51 no
52 64
53 64
54 no
55 75
56 65
57 75
58 no
59 61
60 no
61 65
62 66
63 no
64 63
65 no
66 69
67 69
68 62
69 65
70 75
71 65
72 73
73 64
74 61
75 60
76 no
77 65
78 64
79 no
80 62
81 no
82 57
83 67
84 65
85 71
86 68
87 no
88 no
89 67
90 68
91 75
92 no
93 68
94 66
95 no
96 75
97 69
98 no
99 57
100 59
101 35
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 75
9 60
10 57
11 65
12 64
13 63
14 no
15 69
16 64
17 70
18 68
19 75
20 63
21 no
22 75
23 70
24 60
25 no
26 64
27 57
28 63
29 no
30 75
31 74
32 50
33 no
34 36
35 69
36 63
37 no
38 no
39 61
40 no
41 58
42 no
43 63
44 55
45 51
46 63
47 no
48 64
49 67
50 no
51 no
52 63
53 64
54 no
55 75
56 64
57 75
58 no
59 61
60 no
61 65
62 65
63 no
64 63
65 no
66 62
67 67
68 62
69 63
70 63
71 65
72 74
73 64
74 62
75 60
76 no
77 65
78 64
79 no
80 60
81 no
82 57
83 66
84 64
85 72
86 68
87 no
88 no
89 67
90 68
91 75
92 no
93 68
94 66
95 no
96 75
97 69
98 no
99 57
100 58
101 32
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 75
9 63
10 62
11 62
12 59
13 58
14 no
15 70
16 67
17 66
18 67
19 75
20 64
21 no
22 75
23 71
24 62
25 no
26 63
27 64
28 61
29 no
30 72
31 74
32 52
33 no
34 44
35 71
36 68
37 no
38 no
39 65
40 no
41 61
42 no
43 61
44 55
45 50
46 62
47 no
48 59
49 65
50 no
51 no
52 60
53 61
54 no
55 75
56 63
57 75
58 no
59 59
60 no
61 65
62 66
63 no
64 63
65 no
66 55
67 63
68 60
69 63
70 60
71 60
72 74
73 61
74 62
75 60
76 no
77 66
78 65
79 no
80 60
81 no
82 57
83 66
84 64
85 73
86 68
87 no
88 no
89 67
90 68
91 75
92 no
93 68
94 68
95 no
96 75
97 70
98 no
99 57
100 59
101 30
1 no
2 no
3 no
4 no
5 75
6 no
7 75
8 75
9 64
10 56
11 64
12 60
13 54
14 no
15 70
16 71
17 65
18 61
19 75
20 64
21 no
22 75
23 71
24 63
25 no
26 64
27 66
28 63
29 no
30 68
31 73
32 61
33 no
34 45
35 72
36 68
37 no
38 no
39 67
40 no
41 62
42 no
43 65
44 53
45 55
46 64
47 no
48 56
49 66
50 no
51 no
52 62
53 63
54 no
55 75
56 63
57 75
58 no
59 60
60 no
61 63
62 65
63 no
64 62
65 no
66 59
